,sents,labels
0,百五十八; 五百九十一,1
893,百二十五; 三百二十七,1
894,六百八十二; 八百十九,1
895,九百三十二; 五百二十六,0
896,二百六十七; 百八十六,0
897,四百七十三; 四十三,0
898,二百七十二; 七百九十二,1
899,八百三十六; 五百四十一,0
900,八百二十六; 六百八十七,0
901,六百九十; 七百七十八,1
902,三百九十七; 八百九十一,1
903,八百五十二; 四百十,0
904,二百九十三; 三百六十,1
905,二百八十四; 九百八十三,1
906,九百八十五; 三百五,0
907,七百九十二; 百八十,0
908,二百三十一; 八百七十,1
909,二百十一; 三百十,1
910,七百九十八; 四十九,0
911,百八十七; 八十四,0
912,四百三; 七百十一,1
913,九百四十七; 三百六十九,0
914,二百五十六; 四十二,0
915,九百; 二百七,0
916,九百四十二; 六百二十八,0
917,六百三十一; 三百六十六,0
918,七百五; 二百九,0
919,六百九十二; 三十七,0
920,九百八十; 九百三十八,0
921,八百四十六; 四百三十一,0
922,二十七; 五百八十九,1
923,九百四十二; 二百七十八,0
924,七十; 二百五,1
925,八百三十八; 三百一,0
926,六百七十; 八百九十二,1
927,百三十四; 百七十六,1
928,七百四十三; 九百五十六,1
929,十一; 五百十三,1
930,四百九; 二十六,0
931,六百四十九; 三百六十八,0
932,八十八; 四百八十三,1
933,四百六十一; 四百十五,0
934,四百四十二; 八百二十一,1
935,八百八十五; 七百四十六,0
936,三百五十一; 四十六,0
937,九百四; 百八十九,0
938,百二十九; 四百,1
939,三百八; 三百七十一,1
940,四百三十九; 六十四,0
941,三百三十一; 五百六十九,1
942,十一; 九百七十八,1
943,五十三; 五百五,1
944,四十六; 六百五十九,1
945,百七十六; 九,0
946,六百六十; 百五十九,0
947,百七十; 八百九十八,1
948,十五; 九百九,1
949,七百八十二; 三十一,0
950,八十七; 三百四十九,1
951,九百二十三; 二百九十五,0
952,百九十七; 四十三,0
953,四百七十二; 九百九十二,1
954,八百九十八; 三百八十,0
955,百二十四; 九百三十一,1
956,百二十九; 六百八十二,1
957,八百七十三; 二百四十,0
958,三百九十; 七十四,0
959,百二十八; 六百四十四,1
960,七百五十; 八百十二,1
961,三百八十二; 七百二十三,1
962,二百八十七; 百二十,0
963,八百八十; 五百六十六,0
964,三百九十二; 四百九十七,1
965,百六十三; 四百七十五,1
966,五百七十五; 四百,0
967,七百; 百七十一,0
968,六百八十四; 七百十三,1
969,三百十四; 百八十一,0
970,四百八十三; 九百八十三,1
971,二百三十六; 四百,1
972,九百九十九; 三百七十九,0
973,五百九十; 三百九十八,0
974,二百五; 四百五十四,1
975,九百五十; 四百三十五,0
976,五百一; 百四十三,0
977,百八十二; 七百八十,1
978,四百九十; 四百五十四,0
979,百二十七; 二百十八,1
980,二十六; 三百九十一,1
981,六百; 三百四十八,0
982,二百九十一; 四百四十一,1
983,三百五十一; 百八,0
984,六百九十; 六百九十四,1
985,四十五; 三百六十,1
986,四百八十七; 六百四十二,1
987,五百二十四; 二百三十四,0
988,七百五十四; 七百九十六,1
989,六十五; 五十七,0
990,八百四十三; 六百七十九,0
991,二百二十八; 九百三十四,1
992,五百三十九; 五百六十八,1
993,四百三; 七十五,0
994,百九十三; 百七十四,0
995,三百六十; 七百五十六,1
996,七百五十四; 九百五十三,1
997,五百九十; 五百六十一,0
998,九百七十三; 三百十七,0
999,八百二十九; 三百四十七,0
1000,八百十二; 六百五十二,0
1001,六百六十六; 百四十一,0
1002,七百七十二; 八百十七,1
1003,六十五; 九百七十七,1
1004,二百七十三; 二百七十四,1
1005,八百五十三; 四十四,0
1006,百十一; 三百八十三,1
1007,五百十; 二百一,0
1008,四百八十六; 七百六十六,1
1009,七百八十一; 百九十二,0
1010,七百四十五; 四百三十二,0
1011,六百八十一; 二百七十四,0
1012,百八十四; 八百二十三,1
1013,二百七十六; 五百六十七,1
1014,五十六; 八百三十一,1
1015,二百五十六; 八百四十七,1
1016,五百七十三; 百六,0
1017,三十五; 五百四十八,1
1018,三百七十六; 五百九十六,1
1019,五百四十八; 四百四十五,0
1020,六百四十七; 六百六十,1
1021,三百三十七; 四百九十二,1
1022,四百七十五; 九百六十四,1
1023,九百四十一; 五百六十七,0
1024,八百四十三; 七百五十一,0
1025,三百八十九; 七百七十,1
1026,百七十五; 九百七十七,1
1027,五百三十四; 九百六十三,1
1028,二百六十六; 三百六十,1
1029,七百八十; 九百五十五,1
1030,三百八; 九百二十四,1
1031,百八十四; 四百三,1
1032,七十七; 五百六十四,1
1033,三百三十四; 七百七十五,1
1034,八十二; 六百五十九,1
1035,八百四十二; 三百八十六,0
1036,二百三十; 百三十,0
1037,四百七十八; 百九十六,0
1038,九百八十二; 五十一,0
1039,六百九十九; 六百十二,0
1040,九百八十二; 二百十九,0
1041,百二; 九百三十四,1
1042,七百六十; 二百八,0
1043,五百三十八; 三百九十一,0
1044,九百四十五; 五百十二,0
1045,九百四; 三十五,0
1046,九百六十六; 三百九十,0
1047,五百十九; 六百三十,1
1048,百二十七; 八百三十九,1
1049,八十六; 三百八十八,1
1050,二百九十九; 七百十一,1
1051,六百三十六; 八百六十,1
1052,五十; 七百二,1
1053,八十三; 六百九十二,1
1054,百三十五; 二百七,1
1055,八百二十六; 七百七十二,0
1056,六百四十三; 八百二十一,1
1057,十一; 五百七十八,1
1058,四十九; 九百一,1
1059,四百八十一; 四百八十九,1
1060,六百一; 百九十八,0
1061,九百九; 七百二十六,0
1062,八百四十四; 四百九十七,0
1063,六百四十三; 六百六十四,1
1064,四百七十四; 九百六十一,1
1065,五十六; 二百二,1
1066,七百六; 四百五,0
1067,八百六十三; 二百四十,0
1068,六百八十; 九百九十二,1
1069,六百三; 三百五十二,0
1070,百九; 百五十三,1
1071,八百三十三; 八百四十二,1
1072,四十; 九百八十,1
1073,百六; 三百二十,1
1074,五百二十二; 三百四十九,0
1075,七百六十八; 七百九十,1
1076,九百五十四; 三百十九,0
1077,三百七十二; 八百九十三,1
1078,七百; 五百六十二,0
1079,四百四十八; 九百九十八,1
1080,四百三十; 四十六,0
1081,六百三十九; 六百二十七,0
1082,九百九十八; 五百八,0
1083,百三十三; 九百十七,1
1084,四百三十九; 三百四十七,0
1085,八百八十五; 二百七十,0
1086,三百二十二; 七百十,1
1087,八百五十三; 四百五十二,0
1088,六百六; 八百十,1
1089,七百四; 五百九十三,0
1090,六百七十五; 四百三十二,0
1091,八百八十四; 五十四,0
1092,六百七十七; 九百九十三,1
1093,五百四十; 五百九十三,1
1094,九百十二; 六百十,0
1095,八百四; 七百四十七,0
1096,四百十四; 四十二,0
1097,五百八十七; 六百三十三,1
1098,四百三十九; 百三十三,0
1099,四百三十五; 四十四,0
1100,百九十二; 六百七十九,1
1101,二百八十七; 三百五十八,1
1102,百九十一; 四百二十四,1
1103,二百三十; 七十九,0
1104,二百四十五; 二百八十四,1
1105,七百二十三; 五百五十七,0
1106,八百五十二; 九百九十六,1
1107,八百六十六; 六百六十三,0
1108,八百五十七; 六百七十二,0
1109,二百九十五; 十九,0
1110,八百八十三; 四百三十七,0
1111,五百七十七; 四百七十二,0
1112,五百十五; 五百八十三,1
1113,八百二十七; 五百二十二,0
1114,九百八十九; 六十八,0
1115,百二十五; 八百十四,1
1116,七百七十四; 五百九十九,0
1117,五百八十四; 六百三,1
1118,二百十六; 五百七十二,1
1119,百七十四; 二百六十九,1
1120,五百六十八; 三十五,0
1121,五百五十三; 八百四十九,1
1122,九百九; 七百八十五,0
1123,二百十五; 七百六十一,1
1124,八十一; 百二十七,1
1125,五百三十七; 八百四,1
1126,五百三; 五百三十,1
1127,二百八十二; 六百六,1
1128,四百七十三; 六百四十一,1
1129,五百三十七; 四百九十六,0
1130,九百四十二; 七百五十一,0
1131,二百四十一; 九百三十九,1
1132,十八; 七百一,1
1133,六百一; 三百四十四,0
1134,二百六十四; 四百四十一,1
1135,六百三十七; 三百六十三,0
1136,八百八十八; 三百三十八,0
1137,百四十五; 五百八十,1
1138,四百二十五; 二百三十二,0
1139,三百十三; 二百十五,0
1140,八百九十八; 八百十七,0
1141,三十三; 五百十七,1
1142,六百六十八; 九百五十七,1
1143,五百九十二; 六百八十四,1
1144,九百七十四; 八十八,0
1145,五百八十一; 四百七十二,0
1146,百九十; 二百五十一,1
1147,八百六十三; 二百五十九,0
1148,三百五十三; 二十七,0
1149,八百五十; 三百二十六,0
1150,五百六十一; 四百七,0
1151,七百五十六; 六百二十九,0
1152,七百三十八; 百八十六,0
1153,三百十一; 六百十一,1
1154,八百九十九; 七百十四,0
1155,百四十七; 三百八十八,1
1156,五百二十三; 八百八十五,1
1157,八百四十一; 九百七十一,1
1158,七百四十七; 百四十八,0
1159,四百八十八; 二百六十一,0
1160,四百八; 六百二十二,1
1161,二百五十七; 二十,0
1162,八百八十六; 二百四十八,0
1163,五百九十五; 二百五十五,0
1164,七百七十一; 百八十二,0
1165,九百九十二; 五百八十五,0
1166,四百十二; 六百十一,1
1167,三百六十二; 七百九十五,1
1168,七百十一; 四百七十四,0
1169,七百五十五; 五百五十八,0
1170,二十; 七百八十八,1
1171,四百九十六; 百三,0
1172,六百三十一; 六百十四,0
1173,三百九十八; 九百十六,1
1174,七百五十八; 九百三,1
1175,九; 五百八十,1
1176,六百二十二; 二十五,0
1177,八百四十; 四百四十九,0
1178,四百七十; 八百十七,1
1179,七百九十四; 八百五十九,1
1180,五百十六; 三百八十七,0
1181,九百三十四; 五百七十九,0
1182,八百三十六; 六百十二,0
1183,三百十六; 九百四十五,1
1184,六百四十二; 百三十二,0
1185,二百七十四; 六百二十,1
1186,六百四十八; 三百三十九,0
1187,九百四十五; 九百四,0
1188,三十六; 七百七十,1
1189,九百九十九; 六百四十,0
1190,五百八十一; 百七十七,0
1191,五百四; 八百八十八,1
1192,三百四十四; 二百九十二,0
1193,五百四十四; 二百六十,0
1194,三百九十六; 六百六十二,1
1195,六百八十九; 八百七十六,1
1196,二百五; 七百六,1
1197,九十四; 三百十三,1
1198,三百七十四; 九百二十一,1
1199,六百八; 二百八十六,0
1200,三百三十六; 八百八十二,1
1201,三百十九; 三百五十五,1
1202,九百十八; 九十,0
1203,六百七十二; 五百六十三,0
1204,六百十二; 八百,1
1205,三百五十六; 二百一,0
1206,二百三十四; 九百五十三,1
1207,九百八十五; 四百七十三,0
1208,四百二十九; 五百三十八,1
1209,五百四十七; 八百十二,1
1210,八百十一; 四百六十三,0
1211,四十一; 七百三,1
1212,百八十八; 七百六十五,1
1213,六百九十二; 四百十一,0
1214,二百四十二; 九百八十九,1
1215,四百六十八; 百三十二,0
1216,二百五十七; 百九十五,0
1217,四十; 二百五十一,1
1218,四百三十一; 七百六十三,1
1219,五百五十七; 三百十八,0
1220,二百七十; 九百九十七,1
1221,九百三十七; 六百八十三,0
1222,五百五十; 六百四,1
1223,五百六十一; 四百十九,0
1224,三百七十八; 三百六十四,0
1225,四百六十八; 五百五十四,1
1226,三百七十三; 六百八,1
1227,六百九十六; 六百三十,0
1228,八百八十八; 七百六十四,0
1229,五百二十五; 二百六十八,0
1230,六百二十二; 四十五,0
1231,八百二十三; 四百四,0
1232,四百二十二; 二百七十一,0
1233,八百二十五; 五百三十,0
1234,七百四十; 四百十二,0
1235,三百二十八; 四百八十四,1
1236,三百八十三; 六百七,1
1237,四百四十四; 六百二十九,1
1238,九百八十五; 九百四十四,0
1239,三百五十九; 九百二十九,1
1240,九百六十二; 九百三十九,0
1241,五百五十五; 三百十二,0
1242,八百十; 二百四十一,0
1243,五百十八; 四,0
1244,百六十六; 二百三十八,1
1245,九百八十六; 四百九十三,0
1246,百十九; 七百四十一,1
1247,五百十三; 百七十二,0
1248,六百七十三; 八百五,1
1249,八百六十一; 八百七十六,1
1250,八百四十四; 五百二十三,0
1251,三百四十一; 六百四十一,1
1252,二百七十八; 百十,0
1253,七百六十七; 七百二十三,0
1254,五百七十; 六百二十五,1
1255,四百九十六; 九百十三,1
1256,七十; 三百八十七,1
1257,二百二十七; 百六十九,0
1258,七百四十二; 百七十三,0
1259,六百五十九; 二百八,0
1260,百四十四; 四百六十七,1
1261,七百六十三; 百四十,0
1262,七百八十; 四百八十六,0
1263,八百九十四; 二十五,0
1264,五百七十五; 八百九十一,1
1265,九百九十四; 二百九十,0
1266,九百九; 六百八十,0
1267,七百五十三; 三百九十三,0
1268,二百六十一; 四百三十六,1
1269,八百七十五; 二百五十八,0
1270,二百六十四; 二百四,0
1271,二百七十四; 五百三十七,1
1272,三百八; 五百三十八,1
1273,九百五十九; 二百七十一,0
1274,六百七十二; 三百五十,0
1275,九百六十四; 四百六十一,0
1276,五百七十四; 九百九十八,1
1277,八百五十五; 八十七,0
1278,六百七十八; 六百十三,0
1279,六百九十二; 五百七十,0
1280,四百四; 百七十一,0
1281,九百九十六; 三百四十九,0
1282,四百七十九; 三百八十一,0
