,sents,labels
0,二千六百七十四つのリングがあります。; 千二百十八つのリングがあります。,0
298,少年は四千二百四十六枚のコインを持っています。; 少年は三千五百五十五枚のコインを持っています。,0
299,彼は千三百七十個のオレンジを食べることができました。; 彼は千二十八個のオレンジを食べることができました。,0
300,少年は四千三百一枚のコインを持っています。; 少年は四千九百四十九枚のコインを持っています。,1
301,レゴラスは千二百二十六人の小人を投げました。; レゴラスは四千八百六十三人の小人を投げました。,1
302,少年は五十五枚のコインを持っています。; 少年は千五十七枚のコインを持っています。,1
303,千三百三十七つのリングがあります。; 四千四百七十六つのリングがあります。,1
304,彼は二千九百四十四個のオレンジを食べることができました。; 彼は四千十九個のオレンジを食べることができました。,1
305,二千三百九十九ドルかかります。; 百八十七ドルかかります。,0
306,家には猫が四千六百三十六匹いました。; 家には猫が三千百六十九匹いました。,0
307,部屋は三百六十一つのジャガイモで満たされていました。; 部屋は四百四十つのジャガイモで満たされていました。,1
308,彼は二千三百四十五個のオレンジを食べることができました。; 彼は三千三百二十七個のオレンジを食べることができました。,1
309,彼は五百六個のオレンジを食べることができました。; 彼は二千五百七十八個のオレンジを食べることができました。,1
310,彼は五百三十七個のオレンジを食べることができました。; 彼は二千七百三十四個のオレンジを食べることができました。,1
311,テーブルには三千六十七つのリンゴがありました。; テーブルには八百七十七つのリンゴがありました。,0
312,スメアゴルは四千五百七十匹のハエを傷つけます。; スメアゴルは二千九百五十六匹のハエを傷つけます。,0
313,家には猫が千三百六十匹いました。; 家には猫が三千四百二十三匹いました。,1
314,部屋は三千四百六十五つのジャガイモで満たされていました。; 部屋は千十一つのジャガイモで満たされていました。,0
315,千三百五十六ドルかかります。; 四千六百五ドルかかります。,1
316,家には猫が三千三百五十二匹いました。; 家には猫が五百九十八匹いました。,0
317,彼は五百一個のオレンジを食べることができました。; 彼は二千六百四十五個のオレンジを食べることができました。,1
318,四千五百二十八つのリングがあります。; 四百六十四つのリングがあります。,0
319,少年は二千百十一枚のコインを持っています。; 少年は四千七百五十枚のコインを持っています。,1
320,テーブルには三千四百七十三つのリンゴがありました。; テーブルには三千八百二十五つのリンゴがありました。,1
